county,cases,fatalities
Anderson,2062,4
Andrews,212,3
Angelina,1234,14
Aransas,111,0
Archer,13,0
Armstrong,3,0
Atascosa,379,3
Austin,169,0
Bailey,126,1
Bandera,54,0
Bastrop,1056,12
Baylor,2,0
Bee,268,1
Bell,2875,18
Bexar,27925,274
Blanco,76,1
Borden,0,0
Bosque,83,0
Bowie,649,17
Brazoria,5068,34
Brazos,3442,42
Brewster,162,1
Briscoe,9,1
Brooks,57,0
Brown,299,13
Burleson,201,0
Burnet,361,6
Caldwell,904,7
Calhoun,277,3
Callahan,37,2
Cameron,6520,126
Camp,175,2
Carson,10,0
Cass,96,3
Castro,146,1
Chambers,756,5
Cherokee,583,2
Childress,14,0
Clay,20,0
Cochran,9,0
Coke,14,1
Coleman,7,0
Collin,5614,66
Collingsworth,6,0
Colorado,216,0
Comal,1406,43
Comanche,51,1
Concho,20,0
Cooke,156,0
Coryell,472,3
Cottle,6,1
Crane,65,10
Crockett,118,1
Crosby,37,3
Culberson,13,1
Dallam,158,1
Dallas,43026,537
Dawson,112,1
DeWitt,442,11
Deaf Smith,486,19
Delta,12,0
Denton,5316,45
Dickens,4,0
Dimmit,61,0
Donley,37,0
Duval,109,0
Eastland,34,0
Ector,1643,33
Edwards,18,0
El Paso,12297,196
Ellis,2129,21
Erath,314,1
Falls,78,0
Fannin,181,8
Fayette,253,5
Fisher,23,1
Floyd,63,4
Foard,1,0
Fort Bend,6130,75
Franklin,70,1
Freestone,108,0
Frio,382,1
Gaines,68,0
Galveston,7479,66
Garza,82,1
Gillespie,133,0
Glasscock,6,0
Goliad,52,0
Gonzales,499,6
Gray,141,4
Grayson,880,8
Gregg,1122,15
Grimes,766,2
Guadalupe,1412,6
Hale,974,21
Hall,4,1
Hamilton,49,1
Hansford,45,2
Hardeman,10,0
Hardin,624,5
Harris,58480,560
Harrison,527,34
Hartley,72,2
Haskell,25,0
Hays,4004,21
Hemphill,27,0
Henderson,444,5
Hidalgo,13126,367
Hill,215,2
Hockley,143,4
Hood,272,5
Hopkins,137,0
Houston,224,0
Howard,104,2
Hudspeth,18,0
Hunt,898,8
Hutchinson,96,1
Irion,4,0
Jack,23,0
Jackson,159,1
Jasper,95,1
Jeff Davis,7,0
Jefferson,4622,49
Jim Hogg,44,0
Jim Wells,449,0
Johnson,1085,7
Jones,653,0
Karnes,171,0
Kaufman,1317,5
Kendall,129,0
Kenedy,3,0
Kent,2,0
Kerr,279,1
Kimble,12,0
King,0,0
Kinney,11,0
Kleberg,283,2
Knox,17,0
La Salle,339,0
Lamar,483,15
Lamb,146,4
Lampasas,54,0
Lavaca,510,1
Lee,125,3
Leon,125,0
Liberty,682,3
Limestone,129,1
Lipscomb,12,0
Live Oak,106,1
Llano,69,0
Loving,0,0
Lubbock,4656,67
Lynn,57,3
Madison,208,0
Marion,111,4
Martin,35,1
Mason,38,0
Matagorda,513,5
Maverick,1283,19
McCulloch,31,0
McLennan,3575,25
McMullen,4,0
Medina,526,7
Menard,16,0
Midland,1249,29
Milam,257,2
Mills,10,0
Mitchell,34,0
Montague,37,1
Montgomery,5169,49
Moore,961,15
Morris,68,0
Motley,2,0
Nacogdoches,793,35
Navarro,626,10
Newton,30,0
Nolan,110,1
Nueces,9105,108
Ochiltree,63,2
Oldham,12,1
Orange,784,8
Palo Pinto,108,2
Panola,252,24
Parker,754,1
Parmer,277,8
Pecos,185,1
Polk,533,1
Potter,3263,41
Presidio,28,0
Rains,29,1
Randall,1355,15
Reagan,51,2
Real,13,0
Red River,129,12
Reeves,99,2
Refugio,118,0
Roberts,6,0
Robertson,178,0
Rockwall,610,16
Runnels,47,0
Rusk,280,3
Sabine,39,1
San Augustine,142,12
San Jacinto,127,2
San Patricio,492,0
San Saba,13,0
Schleicher,33,1
Scurry,376,1
Shackelford,17,0
Shelby,332,14
Sherman,35,0
Smith,1960,11
Somervell,39,0
Starr,1475,19
Stephens,18,0
Sterling,0,0
Stonewall,4,0
Sutton,47,0
Swisher,69,1
Tarrant,22665,304
Taylor,947,11
Terrell,2,0
Terry,67,0
Throckmorton,2,0
Titus,1025,6
Tom Green,1271,13
Travis,18394,218
Trinity,107,0
Tyler,50,0
Upshur,142,0
Upton,13,0
Uvalde,352,5
Val Verde,657,8
Van Zandt,269,3
Victoria,2578,24
Walker,2649,28
Waller,318,0
Ward,67,1
Washington,426,34
Webb,4276,71
Wharton,446,1
Wheeler,28,0
Wichita,764,9
Wilbarger,27,0
Willacy,520,4
Williamson,4981,77
Wilson,379,6
Winkler,58,0
Wise,250,5
Wood,196,5
Yoakum,55,1
Young,81,1
Zapata,115,1
Zavala,111,0
Total,351618,4348
Probable cases are not included in the total case numbers,NA,NA
